id,source,target,scene,subtype,register,variant,priority,match_mode,notes,review_status,provenance
PHR-0043,我今天没空。,我今日唔得閒。,basic,time,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0044,我晚一点到。,我晏啲到。,basic|social,time,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0045,我马上来。,我即刻嚟。,basic,time,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0046,我已经到了。,我已經到咗喇。,basic,time,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0047,我还没到。,我仲未到。,basic,time,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0048,我快到了。,我就快到喇。,basic,time,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0049,你在哪里？,你喺邊度呀？,basic,location,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0050,我在这里。,我喺呢度。,basic,location,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0051,他不在这里。,佢唔喺呢度。,basic,location,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0052,这是我的。,呢個係我嘅。,basic,ownership,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0053,那是谁的？,嗰個係邊個嘅？,basic,ownership,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0054,我不知道。,我唔知。,basic,knowledge,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0055,我知道了。,我知喇。,basic,knowledge,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0056,我忘记了。,我唔記得。,basic,knowledge,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0059,我觉得不行。,我覺得唔得。,basic,opinion,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0060,真的吗？,真㗎？,basic,reaction,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0061,当然。,梗係啦。,basic,reaction,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0062,可能吧。,可能係啦。,basic,reaction,neutral_colloquial,hong_kong,85,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0064,我不同意。,我唔同意。,basic,opinion,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0065,我也是。,我都係。,basic,response,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0066,我不是。,我唔係。,basic,response,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0067,不是这样的。,唔係咁㗎。,basic,correction,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0068,你说得对。,你講得啱。,basic,opinion,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0069,你说错了。,你講錯咗。,basic,correction,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0070,别担心。,唔使擔心。,basic,comfort,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0071,小心一点。,小心啲。,basic,warning,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0072,没事吧？,冇事吖嘛？,basic,concern,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0073,你没事吧？,你冇事吖嘛？,basic,concern,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0074,慢慢来。,慢慢嚟。,basic,comfort,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0075,算了吧。,算啦。,basic,response,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0076,随便。,是但啦。,basic,response,neutral_colloquial,hong_kong,90,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0077,都可以。,都得。,basic,response,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0078,不可以。,唔得。,basic,response,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0079,可以吗？,得唔得呀？,basic,request,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0080,什么时候？,幾時呀？,basic,question,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0081,为什么？,點解呀？,basic,question,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0082,怎么办？,點算呀？,basic,question,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0083,怎么样？,點呀？,basic,question,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0084,我想吃点东西。,我想食啲嘢。,restaurant,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0085,我们去吃饭吧。,我哋去食飯啦。,restaurant,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0086,你吃饭了吗？,你食咗飯未呀？,restaurant|social,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0087,我还没有吃饭。,我仲未食飯。,restaurant,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0088,我已经吃过了。,我已經食過喇。,restaurant,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0089,我吃饱了。,我食飽喇。,restaurant,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0090,我有点饿。,我有啲肚餓。,restaurant,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0091,我很渴。,我好口渴。,restaurant,general,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0092,这附近有餐厅吗？,附近有冇餐廳呀？,restaurant,location,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0093,哪家餐厅比较好？,邊間餐廳比較好呀？,restaurant,recommendation,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0094,有位置吗？,有冇位呀？,restaurant,seating,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0095,两个人。,兩位。,restaurant,seating,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0096,我们有三个人。,我哋有三個人。,restaurant,seating,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0097,我订了位。,我訂咗位。,restaurant,reservation,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0098,我没有订位。,我冇訂位。,restaurant,reservation,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0099,可以坐这里吗？,可唔可以坐呢度呀？,restaurant,seating,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0100,请给我菜单。,唔該畀餐牌我。,restaurant,ordering,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0101,有中文菜单吗？,有冇中文餐牌呀？,restaurant,ordering,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0102,你们有什么推荐？,你哋有咩推介呀？,restaurant,recommendation,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0103,这个是什么？,呢個係咩嚟㗎？,restaurant,ordering,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0104,我要这个。,我要呢個。,restaurant,ordering,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0105,我要一份这个。,我要一份呢個。,restaurant,ordering,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0106,请给我两杯水。,唔該畀兩杯水我。,restaurant,ordering,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0109,不要冰。,唔要冰。,restaurant,preference,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0110,少一点冰。,少冰。,restaurant,preference,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0111,不要糖。,唔要糖。,restaurant,preference,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0112,少一点糖。,少甜。,restaurant,preference,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0113,不要辣。,唔要辣。,restaurant,preference,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0115,可以做得清淡一点吗？,可唔可以整清淡啲呀？,restaurant,preference,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0116,我不吃猪肉。,我唔食豬肉。,restaurant,diet,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0117,我不吃牛肉。,我唔食牛肉。,restaurant,diet,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0118,我吃素。,我食素。,restaurant,diet,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0119,我对花生过敏。,我對花生敏感。,medical|restaurant,allergy,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0120,这里面有花生吗？,呢度入面有冇花生呀？,restaurant,allergy,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0121,这里面有奶吗？,呢度入面有冇奶呀？,restaurant,allergy,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0122,这个太辣了。,呢個太辣喇。,restaurant,feedback,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0123,这个很好吃。,呢個好好食。,restaurant,feedback,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0124,这个不好吃。,呢個唔好食。,restaurant,feedback,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0125,菜还没来。,啲餸仲未嚟。,restaurant,service,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0126,我们还少一个菜。,我哋仲爭一碟餸。,restaurant,service,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0127,可以快一点吗？,可唔可以快啲呀？,restaurant,service,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0128,请拿一双筷子。,唔該攞對筷子嚟。,restaurant,service,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0129,请给我一个碗。,唔該畀個碗我。,restaurant,service,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0130,请给我一张纸巾。,唔該畀張紙巾我。,restaurant,service,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0131,麻烦加点水。,唔該加啲水。,restaurant,service,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0132,可以打包吗？,可唔可以打包呀？,restaurant,takeaway,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0134,在这里吃。,喺度食。,restaurant,takeaway,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0135,带走。,拎走。,restaurant,takeaway,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0136,请结账。,唔該埋單。,restaurant,payment,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0137,可以分开付吗？,可唔可以分開畀錢呀？,restaurant,payment,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0138,可以刷卡吗？,可唔可以碌卡呀？,hotel|restaurant|shopping,payment,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0139,可以用现金吗？,可唔可以畀現金呀？,restaurant,payment,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0140,服务费包括了吗？,包咗加一未呀？,restaurant,payment,neutral_colloquial,hong_kong,85,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0141,多少钱？,幾多錢呀？,restaurant,payment,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0142,不用找了。,唔使找喇。,restaurant,payment,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0143,请给我收据。,唔該畀張收據我。,hotel|restaurant,payment,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0144,我想买这个。,我想買呢個。,shopping,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0145,我只是看看。,我淨係睇下。,shopping,general,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0146,这个多少钱？,呢個幾多錢呀？,shopping,price,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0147,太贵了。,太貴喇。,shopping,price,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0148,可以便宜一点吗？,可唔可以平啲呀？,shopping,bargain,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0149,有没有便宜一点的？,有冇平啲㗎？,shopping,bargain,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0150,有折扣吗？,有冇折呀？,shopping,discount,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0151,现在打几折？,而家有幾多折呀？,shopping,discount,neutral_colloquial,hong_kong,90,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0152,这是原价吗？,呢個係原價呀？,shopping,price,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0153,这个在促销吗？,呢個做緊特價呀？,shopping,discount,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0154,我想试一下。,我想試下。,shopping,try,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0155,可以试穿吗？,可唔可以試身呀？,shopping,clothing,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0156,试衣间在哪里？,試身室喺邊度呀？,shopping,clothing,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0157,这个太大了。,呢個太大喇。,shopping,size,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0158,这个太小了。,呢個太細喇。,shopping,size,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0159,有大一点的吗？,有冇大啲㗎？,shopping,size,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0160,有小一点的吗？,有冇細啲㗎？,shopping,size,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0161,有其他颜色吗？,有冇其他顏色呀？,shopping,color,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0162,我要黑色的。,我要黑色嗰個。,shopping,color,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0163,我要白色的。,我要白色嗰個。,shopping,color,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0164,这个合适吗？,呢個啱唔啱呀？,shopping,fit,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0165,这个很合适。,呢個好啱。,shopping,fit,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0166,还有货吗？,仲有冇貨呀？,shopping,stock,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0167,这个有现货吗？,呢個有冇現貨呀？,shopping,stock,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0168,什么时候有货？,幾時有貨呀？,shopping,stock,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0169,可以预订吗？,可唔可以預訂呀？,shopping,stock,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0170,这是最后一个吗？,呢個係咪最後一個呀？,shopping,stock,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0173,可以退吗？,可唔可以退呀？,shopping,return,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0174,可以换货吗？,可唔可以換貨呀？,shopping,return,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0176,我没有收据。,我冇收據。,shopping,return,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0177,这个坏了。,呢個壞咗。,shopping,return,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0178,这个不能用。,呢個用唔到。,shopping,return,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0179,可以帮我包起来吗？,可唔可以幫我包起佢呀？,shopping,service,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0180,我要一个袋子。,我要一個袋。,shopping,service,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0181,不用袋子。,唔使袋。,shopping,service,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0182,可以送货吗？,可唔可以送貨呀？,shopping,delivery,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0183,什么时候送到？,幾時送到呀？,shopping,delivery,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0184,请送到这个地址。,唔該送去呢個地址。,shopping,delivery,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0185,可以用手机支付吗？,可唔可以用手機畀錢呀？,shopping,payment,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0186,我用现金。,我畀現金。,shopping,payment,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0187,请给我发票。,唔該畀張發票我。,shopping,payment,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0188,收银台在哪里？,收銀處喺邊度呀？,shopping,payment,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0189,这是谁的？,呢個係邊個嘅？,shopping,ownership,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0190,我找不到这个商品。,我搵唔到呢件貨。,shopping,location,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0191,请问这个在哪里？,唔該，呢個喺邊度呀？,shopping,location,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0192,我再考虑一下。,我再諗下先。,shopping,decision,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0193,请问地铁站在哪里？,唔該，港鐵站喺邊度呀？,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0194,请问巴士站在哪里？,唔該，巴士站喺邊度呀？,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0195,怎么去机场？,點去機場呀？,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0196,怎么去火车站？,點去火車站呀？,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0197,离这里远吗？,離呢度遠唔遠呀？,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0198,走路要多久？,行路要幾耐呀？,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0199,往哪边走？,行邊邊呀？,transport,directions,neutral_colloquial,hong_kong,95,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0200,一直往前走。,一直向前行。,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0201,在前面左转。,喺前面轉左。,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0202,在前面右转。,喺前面轉右。,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0203,就在对面。,就喺對面。,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0204,就在旁边。,就喺隔籬。,transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
PHR-0205,我迷路了。,我蕩失路喇。,medical|transport,directions,neutral_colloquial,hong_kong,100,exact_or_normalized,,draft_curated,curated_v0.1
